flt_nm,mjd,fluxcal,fluxcalerr,processing
482.7,56974.03055555555,124.20140648543133,3.5610556922701164,gp
482.7,56975.09902020202,122.74529359594516,3.3651723636193096,gp
482.7,56976.16748484848,121.27821351179665,3.160767191191604,gp
482.7,56977.23594949495,119.81188929418022,2.947216284806521,gp
482.7,56978.304414141414,118.35802447443979,2.737630139428123,gp
482.7,56979.37287878788,116.92831283756419,2.5617518463294915,gp
482.7,56980.441343434344,115.53438891957529,2.4628141643653034,gp
482.7,56981.50980808081,114.18039589525267,2.455558205497876,gp
482.7,56982.578272727274,112.85574175522561,2.4932933684057157,gp
482.7,56983.64673737373,111.54811962678497,2.534285095329304,gp
482.7,56984.7152020202,110.24521777379152,2.5606702538752137,gp
482.7,56985.78366666666,108.93470977804714,2.580520460070701,gp
482.7,56986.85213131313,107.60424470798716,2.6248790030258284,gp
482.7,56987.92059595959,106.2447058785445,2.734652664146276,gp
482.7,56988.98906060606,104.88150329376953,2.910939929550722,gp
482.7,56990.05752525252,103.56079994857112,3.130215558620378,gp
482.7,56991.12598989899,102.32193408681087,3.3711897665499055,gp
482.7,56992.19445454545,101.16387082823371,3.6029013577007616,gp
482.7,56993.26291919192,100.07138863914048,3.7970341821789826,gp
482.7,56994.331383838384,99.02928674398464,3.93405373272095,gp
482.7,56995.39984848485,98.02238881109042,4.0021267294108736,gp
482.7,56996.468313131314,97.0355307548055,3.9961111087667813,gp
482.7,56997.53677777778,96.0535485419432,3.9170888332353933,gp
482.7,56998.60524242424,95.06126599480234,3.772533109538513,gp
482.7,56999.6737070707,94.04348258356652,3.5771113412695916,gp
482.7,57000.74217171717,92.98496120056376,3.3539744012396775,gp
482.7,57001.81063636363,91.87062928989815,3.135575873853443,gp
482.7,57002.8791010101,90.6882938965777,2.959752097072244,gp
482.7,57003.94756565656,89.43237150255322,2.856329646652785,gp
482.7,57005.01603030303,88.12620005266348,2.801576345361843,gp
482.7,57006.08449494949,86.80443184614131,2.754096042322291,gp
482.7,57007.15295959596,85.50171882958165,2.686285930589395,gp
482.7,57008.22142424242,84.25271406278239,2.5917025669500573,gp
482.7,57009.28988888889,83.09210018235325,2.48956682886417,gp
482.7,57010.358353535354,82.05461788053475,2.427717322983466,gp
482.7,57011.42681818182,81.17480022434131,2.475323617715655,gp
482.7,57012.495282828284,80.46960248084719,2.6601802427470504,gp
482.7,57013.56374747474,79.92866167105143,2.938259736669793,gp
482.7,57014.63221212121,79.5393717358345,3.269925211025221,gp
482.7,57015.70067676767,79.28923695588009,3.6371237412995825,gp
482.7,57016.76914141414,79.16586183051999,4.041957359181401,gp
482.7,57017.8376060606,79.15694101520876,4.501194605206788,gp
482.7,57018.90607070707,79.24870877777016,5.038504598377659,gp
482.7,57019.97453535353,79.41304236704298,5.668868939386229,gp
482.7,57021.043,79.59747543255315,6.3969934358536875,gp
754.6,56915.269,44.28142319557759,9.822076148916599,gp
754.6,56916.337464646465,45.82519745784209,8.947798414480896,gp
754.6,56917.40592929293,47.44645174852907,8.255254485046082,gp
754.6,56918.474393939396,49.17597553677034,7.688046377112278,gp
754.6,56919.54285858586,51.044663371334074,7.195134291770012,gp
754.6,56920.611323232326,53.08354846370885,6.739600032582496,gp
754.6,56921.67978787879,55.32383638210356,6.304152678219795,gp
754.6,56922.748252525256,57.796938883726845,5.893343919102652,gp
754.6,56923.816717171714,60.533213091565486,5.531163365589974,gp
754.6,56924.88518181818,63.5279541182379,5.227814695604405,gp
754.6,56925.953646464644,66.7379982936929,4.976813698505105,gp
754.6,56927.02211111111,70.11842562027826,4.7914307262502644,gp
754.6,56928.090575757575,73.6275921002886,4.698752458314479,gp
754.6,56929.15904040404,77.2506753834259,4.68406434664107,gp
754.6,56930.227505050505,80.9865555161589,4.7237416393787415,gp
754.6,56931.29596969697,84.83432155861111,4.8227042135372935,gp
754.6,56932.364434343435,88.79316442194299,5.010806361516798,gp
754.6,56933.4328989899,92.86420335730388,5.298591469478806,gp
754.6,56934.501363636366,97.05359467432581,5.6216748531615215,gp
754.6,56935.56982828283,101.36842156382833,5.915627870920617,gp
754.6,56936.638292929296,105.81587613102222,6.136333645197244,gp
754.6,56937.70675757576,110.40326602152126,6.259724368786482,gp
754.6,56938.77522222222,115.13802113410537,6.279839132020868,gp
754.6,56939.843686868684,120.02770042604253,6.207749975659499,gp
754.6,56940.91215151515,125.07999881573427,6.071574184089327,gp
754.6,56941.980616161614,130.3027541887449,5.91639723019559,gp
754.6,56943.04908080808,135.7039545114568,5.801176558044327,gp
754.6,56944.117545454545,141.2834168463008,5.7769594316260475,gp
754.6,56945.18601010101,146.989069961502,5.815570033491699,gp
754.6,56946.254474747475,152.7488764805377,5.86052412018459,gp
754.6,56947.32293939394,158.49077153766032,5.868026413006356,gp
754.6,56948.391404040405,164.14262394053893,5.813443082749719,gp
754.6,56949.45986868687,169.63215478165557,5.693028672426799,gp
754.6,56950.528333333335,174.88685591328087,5.524027738895541,gp
754.6,56951.5967979798,179.8339082195551,5.343543756921612,gp
754.6,56952.665262626266,184.40202916704575,5.201455931933781,gp
754.6,56953.73372727272,188.5621333395373,5.10637839254777,gp
754.6,56954.80219191919,192.32636838741942,5.027145746893216,gp
754.6,56955.870656565654,195.70813085630982,4.948538510628313,gp
754.6,56956.93912121212,198.7203363966951,4.880880409788083,gp
754.6,56958.007585858584,201.3767612763063,4.855882334017028,gp
754.6,56959.07605050505,203.69932406762803,4.899251774456292,gp
754.6,56960.144515151514,205.7150032392088,5.023400466606347,gp
754.6,56961.21297979798,207.4593603568501,5.189719244836082,gp
754.6,56962.281444444445,208.97002824288808,5.3581317050955475,gp
754.6,56963.34990909091,210.2843185273428,5.509291808571004,gp
754.6,56964.418373737375,211.43927476797086,5.6427460231910285,gp
754.6,56965.48683838384,212.4748883019392,5.75355491350517,gp
754.6,56966.555303030305,213.43835947776697,5.806501249430745,gp
754.6,56967.62376767677,214.37779311690423,5.77315220440803,gp
754.6,56968.69223232323,215.34120245539268,5.640902544119589,gp
754.6,56969.76069696969,216.37656186848417,5.415193233476256,gp
754.6,56970.82916161616,217.53185954482677,5.122234596053263,gp
754.6,56971.897626262624,218.85515015419887,4.812384815848853,gp
754.6,56972.96609090909,220.39460755188952,4.5605875453376585,gp
754.6,56974.034555555554,222.18661711843012,4.4415050063884145,gp
754.6,56975.10302020202,224.17715856595663,4.4272768081463365,gp
754.6,56976.171484848484,226.27086585391544,4.450995846914122,gp
754.6,56977.23994949495,228.3722031042193,4.4777952682562585,gp
754.6,56978.308414141415,230.38557390642583,4.518170894747116,gp
754.6,56979.37687878788,232.2152151304983,4.627731432102916,gp
754.6,56980.445343434345,233.76532750012558,4.8908269176138495,gp
754.6,56981.51380808081,234.9697136469577,5.340647057029118,gp
754.6,56982.582272727275,235.82067232654515,5.902232660866609,gp
754.6,56983.65073737373,236.31691432710647,6.49829851916989,gp
754.6,56984.7192020202,236.45668693174724,7.072831782318503,gp
754.6,56985.78766666666,236.23777183208202,7.589802551294754,gp
754.6,56986.85613131313,235.6574826364472,8.028624799918283,gp
754.6,56987.924595959594,234.71266197058034,8.380228322693666,gp
754.6,56988.99306060606,233.3996781684858,8.644170098746484,gp
754.6,56990.061525252524,231.71442155063255,8.826332344755752,gp
754.6,56991.12998989899,229.65622750678097,8.933365760993354,gp
754.6,56992.198454545454,227.2462281410301,8.955540933953246,gp
754.6,56993.26691919192,224.51294302216508,8.879555049100734,gp
754.6,56994.335383838385,221.4844742896716,8.696540896784681,gp
754.6,56995.40384848485,218.18852975379306,8.403118890411127,gp
754.6,56996.472313131315,214.6524544101374,8.002401129681719,gp
754.6,56997.54077777778,210.90326163545245,7.505330500292864,gp
754.6,56998.60924242424,206.96766409049198,6.932739093316199,gp
754.6,56999.6777070707,202.87210435551341,6.31849258026326,gp
754.6,57000.74617171717,198.6427853246954,5.713652099206973,gp
754.6,57001.81463636363,194.30483329812432,5.18855572375157,gp
754.6,57002.8831010101,189.87124479123173,4.816030329862024,gp
754.6,57003.95156565656,185.3523347721881,4.642715985979128,gp
754.6,57005.02003030303,180.79750723761126,4.604376143981686,gp
754.6,57006.088494949494,176.27156024371106,4.6022622217099665,gp
754.6,57007.15695959596,171.83930541784153,4.569987277869405,gp
754.6,57008.225424242424,167.5656041123891,4.484814574019038,gp
754.6,57009.29388888889,163.51544036842003,4.368783315319466,gp
754.6,57010.362353535354,159.75399396587272,4.286612944616896,gp
754.6,57011.43081818182,156.34613829744885,4.331483620889823,gp
754.6,57012.499282828285,153.3224877648373,4.529833640938502,gp
754.6,57013.56774747474,150.66035616694543,4.7975352603989485,gp
754.6,57014.63621212121,148.33278741494462,5.061218452769808,gp
754.6,57015.70467676767,146.31314889269825,5.285120992695967,gp
754.6,57016.77314141414,144.57510276111034,5.47478964423908,gp
754.6,57017.8416060606,143.0925774945089,5.6777174019949035,gp
754.6,57018.91007070707,141.83973962494878,5.980419840976181,gp
754.6,57019.97853535353,140.78004019623364,6.487452647265413,gp
754.6,57021.047,139.81267131503066,7.26593883094681,gp
622.3,56915.267,46.21785117983683,8.41927681906214,gp
622.3,56916.335464646465,50.236703141209304,7.672958264524327,gp
622.3,56917.40392929293,54.39690860444158,7.040198440935638,gp
622.3,56918.472393939395,58.70946645766473,6.497062534285741,gp
622.3,56919.54085858586,63.18547356772352,6.021661023228578,gp
622.3,56920.609323232326,67.83613187590925,5.597646013708214,gp
622.3,56921.67778787879,72.6727555457427,5.2170655603772875,gp
622.3,56922.746252525256,77.70677816792077,4.882075800256234,gp
622.3,56923.814717171714,82.94900210083057,4.604270355237654,gp
622.3,56924.88318181818,88.38968053332621,4.387515287179891,gp
622.3,56925.951646464644,93.99652551363502,4.226282327601185,gp
622.3,56927.02011111111,99.73619666653259,4.1242689964056,gp
622.3,56928.088575757574,105.57414815034929,4.0915994142007905,gp
622.3,56929.15704040404,111.46484773351646,4.119018904999242,gp
622.3,56930.225505050505,117.35716305372283,4.192395283923358,gp
622.3,56931.29396969697,123.19990510840098,4.308890796210663,gp
622.3,56932.362434343435,128.94185162123574,4.4755639508529645,gp
622.3,56933.4308989899,134.54051804214578,4.691850939667553,gp
622.3,56934.499363636365,139.97709963575068,4.926122230973015,gp
622.3,56935.56782828283,145.23663594646513,5.147040515056021,gp
622.3,56936.636292929295,150.3040288246097,5.331771140562188,gp
622.3,56937.70475757576,155.1640314678362,5.466108217205985,gp
622.3,56938.77322222222,159.80123738236793,5.543730575729084,gp
622.3,56939.84168686868,164.20006925999854,5.565411494777809,gp
622.3,56940.91015151515,168.3447677636639,5.5383607472484435,gp
622.3,56941.978616161614,172.21938021635344,5.475531970197585,gp
622.3,56943.04708080808,175.80774918780656,5.394488104028763,gp
622.3,56944.115545454544,179.09540791850523,5.311492062897034,gp
622.3,56945.18401010101,182.07957941490724,5.219593320399776,gp
622.3,56946.252474747474,184.76185151249896,5.104704324514504,gp
622.3,56947.32093939394,187.14359361845146,4.957736220840887,gp
622.3,56948.389404040405,189.22594760695472,4.7768419861483675,gp
622.3,56949.45786868687,191.00982832194617,4.569029121336271,gp
622.3,56950.526333333335,192.4959239596594,4.351309711612992,gp
622.3,56951.5947979798,193.6846963306226,4.150800744832004,gp
622.3,56952.663262626265,194.57705695260168,4.000657433315003,gp
622.3,56953.73172727272,195.18863916997927,3.9061024365013175,gp
622.3,56954.80019191919,195.54948278846837,3.8452118478855124,gp
622.3,56955.86865656565,195.69004371575727,3.8040602605324065,gp
622.3,56956.93712121212,195.64060402970756,3.7830638550156688,gp
622.3,56958.005585858584,195.42976204418937,3.7956713826783837,gp
622.3,56959.07405050505,195.07607750500787,3.8561536352433343,gp
622.3,56960.142515151514,194.59477144320778,3.972325809062192,gp
622.3,56961.21097979798,194.00408026612286,4.120403467318412,gp
622.3,56962.279444444444,193.32299049798513,4.273881907841321,gp
622.3,56963.34790909091,192.570403997808,4.416516659190642,gp
622.3,56964.416373737375,191.7651333753382,4.541961022422217,gp
622.3,56965.48483838384,190.9214196418409,4.643877073414273,gp
622.3,56966.553303030305,190.04297160514147,4.704632861874484,gp
622.3,56967.62176767677,189.13196697635726,4.7109528490089065,gp
622.3,56968.69023232323,188.1905388731623,4.657400494458304,gp
622.3,56969.75869696969,187.22077738775516,4.546948581739844,gp
622.3,56970.82716161616,186.2247311290038,4.391467733584068,gp
622.3,56971.89562626262,185.20440873951867,4.21202545566158,gp
622.3,56972.96409090909,184.1617803883069,4.0380882433143945,gp
622.3,56974.032555555554,183.0996596012653,3.8987728140558415,gp
622.3,56975.10102020202,182.027474637645,3.7851116134237888,gp
622.3,56976.169484848484,180.9576626185708,3.6739419348826043,gp
622.3,56977.23794949495,179.90265652618635,3.5528440734407325,gp
622.3,56978.306414141414,178.87487825776458,3.4251863168858496,gp
622.3,56979.37487878788,177.8867472582485,3.3117719826219068,gp
622.3,56980.443343434345,176.9506186307139,3.2474189038423202,gp
622.3,56981.51180808081,176.06993871049644,3.245459907129483,gp
622.3,56982.580272727275,175.23062585004905,3.269192785538419,gp
622.3,56983.64873737373,174.4165601384556,3.2879501954789445,gp
622.3,56984.7172020202,173.61161840382408,3.2922056859019517,gp
622.3,56985.78566666666,172.79966326455354,3.296313424268901,gp
622.3,56986.85413131313,171.96453216985134,3.3364437674597203,gp
622.3,56987.92259595959,171.08995634515557,3.456968574489103,gp
622.3,56988.99106060606,170.15887869240962,3.6565343293408117,gp
622.3,56990.05952525252,169.15373796017082,3.905748418177025,gp
622.3,56991.12798989899,168.0600131052508,4.177796895286837,gp
622.3,56992.196454545454,166.880784727435,4.43693856221322,gp
622.3,56993.26491919192,165.62528225124942,4.651255853865925,gp
622.3,56994.333383838384,164.30267023170254,4.7988856956658195,gp
622.3,56995.40184848485,162.92204782623065,4.866853801108275,gp
622.3,56996.470313131314,161.49245518255702,4.850003615117361,gp
622.3,56997.53877777778,160.02287979317697,4.750521815919976,gp
622.3,56998.60724242424,158.5222628192711,4.578153829775889,gp
622.3,56999.6757070707,156.99950538776508,4.351067426332304,gp
622.3,57000.74417171717,155.46347486450094,4.097076981471882,gp
622.3,57001.81263636363,153.92450656744901,3.8536927505754233,gp
622.3,57002.8811010101,152.41352386733143,3.65967413631206,gp
622.3,57003.94956565656,150.9703610066342,3.5424022381840232,gp
622.3,57005.01803030303,149.5963457466287,3.475283158880566,gp
622.3,57006.08649494949,148.27756637642813,3.415116254874168,gp
622.3,57007.15495959596,147.00009521424872,3.334054410777175,gp
622.3,57008.223424242424,145.75001548069048,3.227160389901994,gp
622.3,57009.29188888889,144.5134119156452,3.116827277231327,gp
622.3,57010.360353535354,143.2763613932202,3.0546138505034515,gp
622.3,57011.42881818182,142.02503707107869,3.11207269368183,gp
622.3,57012.497282828284,140.75241383773178,3.3142341938753757,gp
622.3,57013.56574747474,139.46202824352758,3.6086439139572475,gp
622.3,57014.63421212121,138.15830037757695,3.947730360240778,gp
622.3,57015.70267676767,136.84562483044337,4.307443169108413,gp
622.3,57016.77114141414,135.52837385724155,4.687276055830531,gp
622.3,57017.8396060606,134.2109005266076,5.106203977689498,gp
622.3,57018.90807070707,132.89754185707002,5.5971778526527,gp
622.3,57019.97653535353,131.59181544426218,6.197777403031285,gp
622.3,57021.045,130.29247261947097,6.931937009342481,gp
869.1,56927.287,24.98362455583751,8.142152719007825,gp
869.1,56928.2341010101,28.323876174642578,7.858640720592199,gp
869.1,56929.1812020202,31.784481396351396,7.8732074377939405,gp
869.1,56930.1283030303,35.37106632216313,8.075410767758962,gp
869.1,56931.0754040404,39.089342494672366,8.3617747950802,gp
869.1,56932.0225050505,42.94511050140338,8.652313188101276,gp
869.1,56932.9696060606,46.94426362439597,8.89209030420802,gp
869.1,56933.916707070704,51.09279153889338,9.046540424653964,gp
869.1,56934.86380808081,55.396784061793085,9.09626846990411,gp
869.1,56935.810909090906,59.862434952828664,9.033241675534057,gp
869.1,56936.75801010101,64.49604576974588,8.858565262290588,gp
869.1,56937.70511111111,69.30402977965042,8.58161586875961,gp
869.1,56938.65221212121,74.29291592873307,8.22033481422262,gp
869.1,56939.59931313131,79.46935287161182,7.802557151329992,gp
869.1,56940.54641414141,84.84011306363482,7.368123070447627,gp
869.1,56941.49351515151,90.41209691660151,6.9708229355871145,gp
869.1,56942.44061616161,96.19233702171778,6.67751130131346,gp
869.1,56943.38771717172,102.18795210345797,6.559477257899004,gp
869.1,56944.334818181815,108.3938192525572,6.646893831846344,gp
869.1,56945.28191919192,114.77643311962998,6.8839703848538765,gp
869.1,56946.229020202016,121.2983995374388,7.199036943645719,gp
869.1,56947.17612121212,127.92240881571774,7.529266783028583,gp
869.1,56948.12322222222,134.6112084290114,7.826481882980125,gp
869.1,56949.07032323232,141.32757573164673,8.05675023352346,gp
869.1,56950.017424242425,148.03429068642214,8.198006794535129,gp
869.1,56950.96452525252,154.69410859126617,8.237772363722284,gp
869.1,56951.91162626263,161.26973279002,8.17160078715052,gp
869.1,56952.85872727272,167.72378735147936,8.00232472322747,gp
869.1,56953.80582828283,174.01878970378635,7.7400408155847265,gp
869.1,56954.752929292925,180.11712320735012,7.402772291632315,gp
869.1,56955.70003030303,185.98100965367598,7.017694937963704,gp
869.1,56956.64713131313,191.5724816733,6.622519394432584,gp
869.1,56957.59423232323,196.85399510293246,6.265268197255508,gp
869.1,56958.541333333334,201.8018004651663,5.990329806641468,gp
869.1,56959.48843434343,206.40594871068106,5.83244118198348,gp
869.1,56960.435535353536,210.67181136518303,5.792916890126911,gp
869.1,56961.38263636363,214.62387027713925,5.8322412128752905,gp
869.1,56962.32973737374,218.28763884066132,5.914316279098796,gp
869.1,56963.276838383834,221.6883987105669,6.0158180845009674,gp
869.1,56964.22393939394,224.85121729121954,6.126978240947154,gp
869.1,56965.17104040404,227.79626722820865,6.240795230149517,gp
869.1,56966.11814141414,230.52486112389556,6.327967652966955,gp
869.1,56967.06524242424,233.03348867476217,6.36068719440448,gp
869.1,56968.01234343434,235.3184543450323,6.322092468538519,gp
869.1,56968.959444444445,237.37587442681865,6.2071651632842695,gp
869.1,56969.90654545454,239.20167399451293,6.023443667013206,gp
869.1,56970.853646464646,240.7915837523151,5.792066248500996,gp
869.1,56971.80074747475,242.1411367728566,5.548776148942483,gp
869.1,56972.74784848485,243.24566512522665,5.343071478595196,gp
869.1,56973.69494949495,244.10023323105446,5.229278581505634,gp
869.1,56974.64205050505,244.69844805495234,5.208788853766486,gp
869.1,56975.58915151515,245.03255799956474,5.234320732456136,gp
869.1,56976.53625252525,245.0945507060082,5.265811563392652,gp
869.1,56977.483353535354,244.87618972698988,5.280886966666915,gp
869.1,56978.43045454546,244.36900867100366,5.277490241467937,gp
869.1,56979.377555555555,243.5643052185996,5.272804347946386,gp
869.1,56980.32465656566,242.45316544058454,5.298779385402965,gp
869.1,56981.271757575756,241.04091850645665,5.374638584910199,gp
869.1,56982.21885858586,239.3702906773459,5.471848771926294,gp
869.1,56983.16595959596,237.48982672387746,5.562418724802075,gp
869.1,56984.11306060606,235.44789226237407,5.633481228648605,gp
869.1,56985.060161616166,233.29270833204464,5.689821592887048,gp
869.1,56986.00726262626,231.0723858899728,5.753597290406318,gp
869.1,56986.95436363637,228.8349602420692,5.861026988594471,gp
869.1,56987.901464646464,226.6226883035926,6.049713649480126,gp
869.1,56988.84856565657,224.4286008117803,6.3122394733553655,gp
869.1,56989.795666666665,222.22067526683395,6.618441420544008,gp
869.1,56990.74276767677,219.96837558731113,6.9417860036455075,gp
869.1,56991.689868686866,217.6683948829466,7.250927534151121,gp
869.1,56992.63696969697,215.33917293031794,7.513091005350441,gp
869.1,56993.584070707075,212.99971058023613,7.703679400621458,gp
869.1,56994.53117171717,210.66897427349318,7.806253196159348,gp
869.1,56995.478272727276,208.36590980216545,7.811944959029842,gp
869.1,56996.42537373737,206.10945605514485,7.719088188077246,gp
869.1,56997.37247474748,203.91855875517808,7.533267200095624,gp
869.1,56998.319575757574,201.81218419513453,7.267858959610774,gp
869.1,56999.26667676768,199.8093329802669,6.945033181474778,gp
869.1,57000.21377777778,197.92905378453042,6.5969315462381655,gp
869.1,57001.16087878788,196.190457128425,6.266117849932977,gp
869.1,57002.107979797984,194.61453144535466,5.998461804054088,gp
869.1,57003.05508080808,193.22940986346276,5.823439950341301,gp
869.1,57004.002181818185,192.0555557387089,5.751252840570456,gp
869.1,57004.94928282828,191.0761392931392,5.742225005746399,gp
869.1,57005.896383838386,190.26523958150216,5.74973706452789,gp
869.1,57006.84348484849,189.59703122644464,5.7409695373309635,gp
869.1,57007.79058585859,189.04576618433424,5.701242041159816,gp
869.1,57008.73768686869,188.5857555479996,5.635102763798052,gp
869.1,57009.68478787879,188.1913513767568,5.565742010744804,gp
869.1,57010.63188888889,187.83692854395076,5.532105388700456,gp
869.1,57011.57898989899,187.4978380563153,5.578991171201878,gp
869.1,57012.526090909094,187.16899325876483,5.70260275489683,gp
869.1,57013.47319191919,186.86344095564186,5.855011690281253,gp
869.1,57014.420292929295,186.5949068116547,5.9967895404007745,gp
869.1,57015.3673939394,186.3771192245486,6.10640801125717,gp
869.1,57016.314494949496,186.2238191062799,6.184150943516447,gp
869.1,57017.2615959596,186.1487696667104,6.254909454814761,gp
869.1,57018.2086969697,186.16576620499177,6.369990935567007,gp
869.1,57019.1557979798,186.28862080883755,6.604632758806408,gp
