#band: central wavelength of the passband of the observation in nm
#ph: phase of the observation when folded with ogle period
#mag: observed magnitude
#mag_e: error of mag
#hjd_2450000: heliocentric julian date - 2450000
#ph1: phase when folding on ogle period of fundamental radial mode
#ph2: phase when folding on ogle period of first overtone radial mode
#processing: which processing was done to get the datapoint
band,ph,mag,mag_e,hjd_2450000,ph1,ph2,processing
810,0.032279860308449315,17.169125,0.02538065049116814,NaN,NaN,NaN,raw
810,0.03277839632937685,17.163,0.011,6008.74681,0.03277839632937685,0.3652749493212468,raw
810,0.032838692720702056,17.1684375,0.026281279366904556,NaN,NaN,NaN,raw
810,0.03337871116389124,17.170156249999998,0.02786732318707514,NaN,NaN,NaN,raw
810,0.03367850407448714,17.163,0.014,6844.49116,0.03367850407448714,0.9745722488860338,raw
810,0.033937685602268175,17.172687500000002,0.02572990916825109,NaN,NaN,NaN,raw
810,0.03423372201359598,17.209,0.014,6070.62853,0.03423372201359598,0.7267297469388723,raw
810,0.034361322612312506,17.163,0.012,5351.69402,0.034361322612312506,0.9669899108212121,raw
810,0.034508375399468605,17.173375,0.024859281384781495,NaN,NaN,NaN,raw
810,0.0348180211512954,17.202,0.016,6585.49434,0.0348180211512954,0.9952083405078156,raw
810,0.034983677564014215,17.136,0.009,6857.70221,0.034983677564014215,0.23225153453131497,raw
810,0.03507787595253831,17.1733125,0.024836806064465568,NaN,NaN,NaN,raw
810,0.035347206954611465,17.18,0.011,6164.49368,0.035347206954611465,0.49890946004961734,raw
810,0.03563029831161657,17.17121875,0.028238311170144956,NaN,NaN,NaN,raw
810,0.03564207479575998,17.182,0.011,6020.91546,0.03564207479575998,0.393320338544072,raw
810,0.03572433906136273,17.16702975132396,0.023731424946164065,NaN,NaN,NaN,raw
810,0.03572433906136273,17.16702975132396,0.023656206294361666,NaN,NaN,NaN,raw
810,0.03572433906136273,17.167029751323955,0.023581698372929543,NaN,NaN,NaN,raw
810,0.03620187891840487,17.17065625,0.02900790701437867,NaN,NaN,NaN,raw
810,0.036776769273501486,17.171468750000003,0.029150316077520593,NaN,NaN,NaN,raw
810,0.037263660953613,17.153,0.01,6381.77389,0.037263660953613,0.2488339019000705,raw
550,0.0372797404670564,18.909,0.018,6862.57007,0.0372797404670564,0.6443252673088864,raw
810,0.03731665467955736,17.17078125,0.029080238689839985,NaN,NaN,NaN,raw
810,0.037550560944509925,17.163,0.01,7159.80858,0.037550560944509925,0.4204737886466319,raw
810,0.03785603580291763,17.17159375,0.029132466507982315,NaN,NaN,NaN,raw
810,0.038403467471255226,17.17278125,0.028955733038665332,NaN,NaN,NaN,raw
810,0.03871930304558191,17.163,0.011,5298.85315,0.03871930304558191,0.9433954475171049,raw
810,0.03896343249698475,17.1733125,0.029002155092337615,NaN,NaN,NaN,raw
810,0.0390084466926055,17.152,0.012,6871.6095,0.0390084466926055,0.9791483029512165,raw
810,0.03912793562267325,17.196,0.012,7183.79679,0.03912793562267325,0.7298810512565979,raw
810,0.03949051577365026,17.201,0.014,6100.87567,0.03949051577365026,0.42362979863901273,raw
810,0.039529396778789305,17.17275,0.029242037791398057,NaN,NaN,NaN,raw
810,0.03985703670332441,17.188,0.01,6119.64875,0.03985703670332441,0.57817268839608,raw
810,0.04005761087205428,17.1714375,0.028256814764675252,NaN,NaN,NaN,raw
810,0.04043676223955117,17.137,0.011,5736.54166,0.04043676223955117,0.13404967951100843,raw
810,0.04060588660706799,17.1695,0.02750131961643246,NaN,NaN,NaN,raw
810,0.04110771350201503,17.170312499999998,0.027686537429565315,NaN,NaN,NaN,raw
810,0.041189249088347424,17.199,0.01,5708.73014,0.041189249088347424,0.6468013074063492,raw
810,0.04121441828101524,17.125,0.011,6012.92151,0.04121441828101524,0.2947191429175291,raw
810,0.041435101735260105,17.221,0.016,5826.58265,0.041435101735260105,0.7265701818123489,raw
810,0.041583654784403734,17.168406249999997,0.030192777789484232,NaN,NaN,NaN,raw
810,0.042042729113745736,17.19,0.014,7838.76526,0.042042729113745736,0.6699249894190871,raw
810,0.0420529675810144,17.16734375,0.02930331851184204,NaN,NaN,NaN,raw
810,0.042520571569411914,17.1685,0.02985124409791925,NaN,NaN,NaN,raw
810,0.0427136965590762,17.153,0.009,6747.84836,0.0427136965590762,0.2611582759855082,raw
810,0.042992884892896654,17.16834375,0.029682849805580506,NaN,NaN,NaN,raw
810,0.043503503924966935,17.170625,0.029921132892128093,NaN,NaN,NaN,raw
810,0.04359945067335502,17.181,0.01,6831.63166,0.04359945067335502,0.4688382781769178,raw
810,0.043809174741909374,17.097,0.01,6159.62956,0.043809174741909374,0.09483537306550716,raw
810,0.04401965118972839,17.17128125,0.030360452177983388,NaN,NaN,NaN,raw
810,0.044443438317102846,17.124,0.016,5759.83542,0.044443438317102846,0.9580681668212492,raw
810,0.044529012661200795,17.1715,0.030465210195533998,NaN,NaN,NaN,raw
810,0.04499723419348811,17.17121875,0.030682278561768212,NaN,NaN,NaN,raw
810,0.0452018219511956,17.189,0.011,7499.81027,0.0452018219511956,0.6646150641026907,raw
810,0.04532105199541547,17.163,0.009,7452.87793,0.04532105199541547,0.27902785908554506,raw
810,0.04546045334950577,17.170250000000003,0.03143041469249074,NaN,NaN,NaN,raw
810,0.04554228198139754,17.186,0.016,5320.7573,0.04554228198139754,0.7951177348932106,raw
810,0.045890192090155324,17.187,0.015,6368.91394,0.045890192090155324,0.7421374069635931,raw
810,0.045892515745720175,17.172031250000003,0.03259970747444452,NaN,NaN,NaN,raw
810,0.04631657164298986,17.172625,0.032395489530727635,NaN,NaN,NaN,raw
810,0.04655408339567657,17.184,0.013,5659.71374,0.04655408339567657,0.8035291271589813,raw
810,0.0467489432606385,17.171,0.03248920416225634,NaN,NaN,NaN,raw
550,0.04699386823995155,18.868,0.022,6491.63381,0.04699386823995155,0.23291054278524825,raw
810,0.047201580570288115,17.168999999999997,0.032552686822362877,NaN,NaN,NaN,raw
810,0.04726169717832818,17.152,0.012,7119.83252,0.04726169717832818,0.9139710819217726,raw
810,0.0473167817472131,17.172,0.01,6895.60005,0.0473167817472131,0.2935606915361859,raw
810,0.04773195741603331,17.16996875,0.033581373845553764,NaN,NaN,NaN,raw
810,0.04825925463165959,17.1716875,0.03324536106373443,NaN,NaN,NaN,raw
810,0.0485560551060189,17.15,0.017,5842.5769,0.0485560551060189,0.9373548593666783,raw
810,0.0487755349336112,17.17184375,0.03338930616423521,NaN,NaN,NaN,raw
810,0.04883685696768225,17.189,0.013,6813.90347,0.04883685696768225,0.5492552522282494,raw
810,0.04890862511092564,17.102,0.01,7444.88329,0.04890862511092564,0.17895079298068595,raw
810,0.049251731505137286,17.175,0.013,5614.86818,0.049251731505137286,0.881444821588957,raw
810,0.04929156893695108,17.17453125,0.03295547766403205,NaN,NaN,NaN,raw
810,0.04932465024103294,17.2,0.019,5369.77688,0.04932465024103294,0.6451917530066567,raw
810,0.049813944677111976,17.174,0.03231298550518142,NaN,NaN,NaN,raw
810,0.04993204750280711,17.197,0.013,6444.70245,0.04993204750280711,0.8494195016392041,raw
810,0.05033414058573271,17.173156249999998,0.032234132755762604,NaN,NaN,NaN,raw
810,0.05084001378510944,17.173935993975903,0.03203198284965508,NaN,NaN,NaN,raw
810,0.0513234865902632,17.209,0.01,5297.81459,0.0513234865902632,0.7219750911554002,raw
810,0.05133918887729037,17.173846385542166,0.03201559069231743,NaN,NaN,NaN,raw
550,0.05164460709541648,18.892,0.021377558326432483,NaN,NaN,NaN,raw
810,0.051837355452829845,17.176783885542168,0.028897870212174742,NaN,NaN,NaN,raw
810,0.0518639194269781,17.201,0.015,6881.69574,0.0518639194269781,0.5530379724368686,raw
810,0.051941641882876866,17.189,0.012,5690.65622,0.051941641882876866,0.9877216131808382,raw
810,0.05224674998680712,17.144,0.016,7275.58023,0.05224674998680712,0.049402304537579766,raw
810,0.052329571312765485,17.177565135542167,0.027739553953481808,NaN,NaN,NaN,raw
810,0.05237357393707498,17.132,0.014,6174.58137,0.05237357393707498,0.07590059648646275,raw
810,0.052545299724442884,17.22,0.019,5788.69296,0.052545299724442884,0.6826934080145293,raw
810,0.05257823540523532,17.171,0.01,5741.76059,0.05257823540523532,0.29704203471555957,raw
810,0.05279931365333515,17.177241340361448,0.027662137612426994,NaN,NaN,NaN,raw
810,0.052963827387429774,17.144,0.013,7648.606,0.052963827387429774,0.9301592421452369,raw
810,0.05328582548627728,17.177745105421685,0.027540939636639946,NaN,NaN,NaN,raw
810,0.053549943411653644,17.174565920028368,0.020900574181248938,NaN,NaN,NaN,raw
810,0.05378584115246442,17.177543486445785,0.02750214717181461,NaN,NaN,NaN,raw
810,0.05397490968243801,17.137,0.011,6796.87054,0.05397490968243801,0.11679354518309992,raw
810,0.05427623314514905,17.178762236445785,0.028769656886342157,NaN,NaN,NaN,raw
810,0.05475149216264073,17.17866848644578,0.028756923456272954,NaN,NaN,NaN,raw
810,0.0552183651831903,17.17954988704819,0.028342418028816832,NaN,NaN,NaN,raw
810,0.05569668135838053,17.17951863704819,0.028351560789614073,NaN,NaN,NaN,raw
810,0.056143534931274566,17.180465549698795,0.027835177824625443,NaN,NaN,NaN,raw
810,0.056602058408904865,17.18019182981928,0.027791578519588033,NaN,NaN,NaN,raw
810,0.056829095767170656,17.219,0.012,6040.73872,0.056829095767170656,0.7941380991269398,raw
810,0.05707125974199445,17.18166057981928,0.024582621505072497,NaN,NaN,NaN,raw
810,0.05731027313959203,17.192,0.011,7895.78472,0.05731027313959203,0.6312841335129633,raw
810,0.05753731816445985,17.181832266566268,0.0245537711972588,NaN,NaN,NaN,raw
810,0.05771021875079896,17.204,0.02,5339.88213,0.05771021875079896,0.7020337281319371,raw
810,0.05772750638789148,17.211,0.01,6569.51053,0.05772750638789148,0.8067542249991675,raw
810,0.05801618626400874,17.179863516566265,0.025555349428993505,NaN,NaN,NaN,raw
810,0.05815112542040879,17.204,0.017,6221.51576,0.05815112542040879,0.46587263408946455,raw
810,0.05848158856020555,17.179355986445785,0.02536460101876483,NaN,NaN,NaN,raw
810,0.058688998189609265,17.163,0.011,7807.83044,0.058688998189609265,0.5021168046660023,raw
810,0.05890163893913137,17.17795180722891,0.03328932984550162,NaN,NaN,NaN,raw
810,0.05890504399247484,17.177949736445782,0.024911462616308166,NaN,NaN,NaN,raw
810,0.05933060002858867,17.17733546686747,0.02456468597923841,NaN,NaN,NaN,raw
810,0.059573053623144995,17.17813253012048,0.03339271235476641,NaN,NaN,NaN,raw
810,0.05975050515917246,17.191,0.01,7220.65457,0.05975050515917246,0.5665614378140162,raw
810,0.059774103911572896,17.177116528614455,0.02448847273361822,NaN,NaN,NaN,raw
810,0.06019434583504335,17.149,0.012,6841.7192,0.06019434583504335,0.045508573202823754,raw
810,0.060213589420848423,17.17808527861446,0.023737807177501565,NaN,NaN,NaN,raw
810,0.06023357684942487,17.178638554216867,0.03394633137254468,NaN,NaN,NaN,raw
810,0.060663998899878474,17.179667921686747,0.022204889170455475,NaN,NaN,NaN,raw
810,0.060889430649563495,17.17912048192771,0.03407634835691889,NaN,NaN,NaN,raw
810,0.061120333383593656,17.178511671686746,0.020965728678825457,NaN,NaN,NaN,raw
810,0.06154278329938597,17.179548192771083,0.033723035419817166,NaN,NaN,NaN,raw
810,0.061579619853711715,17.178199171686746,0.021154976219131594,NaN,NaN,NaN,raw
810,0.061582735856063664,17.226,0.017,5791.47728,0.061582735856063664,0.6381944157765247,raw
810,0.061762371955410345,17.181,0.01,5987.89805,0.061762371955410345,0.7709714243665076,raw
810,0.06203209952017828,17.179414909638552,0.020223569306995693,NaN,NaN,NaN,raw
810,0.06220163383591445,17.180204819277105,0.03353885454979924,NaN,NaN,NaN,raw
810,0.0624718960487317,17.181352409638553,0.018959380711422162,NaN,NaN,NaN,raw
810,0.06262289935330045,17.171,0.014,7966.70661,0.06262289935330045,0.3291447843912465,raw
810,0.0628237416172267,17.18023173945783,0.017678912192199556,NaN,NaN,NaN,raw
810,0.06285536943862799,17.180301204819276,0.033561245666107485,NaN,NaN,NaN,raw
810,0.06316070852338795,17.17845048945783,0.019256125186779913,NaN,NaN,NaN,raw
810,0.06350503587956499,17.177808734939756,0.018711671585518487,NaN,NaN,NaN,raw
810,0.06350960825185178,17.180240963855418,0.033608653417236026,NaN,NaN,NaN,raw
810,0.06386546136915403,17.177464984939757,0.01817561036640111,NaN,NaN,NaN,raw
810,0.0639230677697924,17.149,0.009,6019.88235,0.0639230677697924,0.18355722003252595,raw
810,0.06416560102403003,17.180493975903612,0.03339311251576166,NaN,NaN,NaN,raw
810,0.06421595141327978,17.176828689759034,0.017562778843131954,NaN,NaN,NaN,raw
810,0.06456948606293554,17.177473832831325,0.017416984842507668,NaN,NaN,NaN,raw
810,0.06464842942659743,17.137,0.009,6064.7291,0.06464842942659743,0.10818686744642037,raw
810,0.06482492098110519,17.180759036144575,0.03349177750250749,NaN,NaN,NaN,raw
810,0.06487406042288058,17.164,0.012,6213.52221,0.06487406042288058,0.3681270155520906,raw
810,0.06493613142350385,17.177652861445782,0.017451465948212376,NaN,NaN,NaN,raw
810,0.06530175400958188,17.177845444277107,0.017490888944957733,NaN,NaN,NaN,raw
810,0.06548171258262038,17.181343373493977,0.03298681350046098,NaN,NaN,NaN,raw
810,0.06566572026481782,17.17759544427711,0.0173534362006435,NaN,NaN,NaN,raw
810,0.06603199245756947,17.17870576054217,0.01658442216704099,NaN,NaN,NaN,raw
810,0.0661337661383723,17.181993975903612,0.03277443515690171,NaN,NaN,NaN,raw
810,0.06631028628362401,17.175,0.011,5660.76355,0.06631028628362401,0.049012589173798915,raw
810,0.06639852610003318,17.177467055722893,0.01800875884786581,NaN,NaN,NaN,raw
810,0.06675181663336317,17.17755704066265,0.018024474315454134,NaN,NaN,NaN,raw
810,0.06678667726603646,17.18264457831325,0.03252747371353533,NaN,NaN,NaN,raw
810,0.06708879786772176,17.178102409638555,0.01834778549671835,NaN,NaN,NaN,raw
810,0.0671480032033287,17.183,0.013,5817.55276,0.0671480032033287,0.41215265976279625,raw
810,0.0672754024490132,17.161,0.01,6016.75469,0.0672754024490132,0.4936716171068838,raw
810,0.06743044354648081,17.175758659638554,0.016752908661680003,NaN,NaN,NaN,raw
810,0.06744317671435998,17.18290361445783,0.03267715890540726,NaN,NaN,NaN,raw
810,0.06776772129326383,17.17587763554217,0.016804771208145865,NaN,NaN,NaN,raw
550,0.06792069252818085,18.877,0.01915724406066862,NaN,NaN,NaN,raw
810,0.06804839859614731,17.199,0.015,7824.86841,0.06804839859614731,0.9453587830430479,raw
810,0.06808815395901087,17.183138554216868,0.03273843198453655,NaN,NaN,NaN,raw
810,0.06809321413675207,17.135,0.011,6102.62385,0.06809321413675207,0.16288669143432344,raw
810,0.06809329840471051,17.17537123493976,0.01691397396395593,NaN,NaN,NaN,raw
810,0.06842338527935365,17.175798192771083,0.016972413392459813,NaN,NaN,NaN,raw
810,0.0687286941484639,17.183463855421685,0.03255496825952935,NaN,NaN,NaN,raw
810,0.06876395159623488,17.17657003012048,0.017728555681054668,NaN,NaN,NaN,raw
810,0.06908601845052079,17.17672891566265,0.017785209034295903,NaN,NaN,NaN,raw
810,0.06926112205474055,17.2,0.012,6058.8207,0.06926112205474055,0.47045767171402986,raw
810,0.06936680683243304,17.183638554216866,0.03234888534944568,NaN,NaN,NaN,raw
810,0.06941207990641476,17.17879141566265,0.018285708860739727,NaN,NaN,NaN,raw
810,0.06973326803216856,17.1789484186747,0.01832233081776416,NaN,NaN,NaN,raw
810,0.07000210697859359,17.183644578313253,0.03234529895311761,NaN,NaN,NaN,raw
810,0.07005915342828774,17.180483433734942,0.01667846785232812,NaN,NaN,NaN,raw
810,0.07038738691270113,17.17983471385542,0.017066604145083358,NaN,NaN,NaN,raw
810,0.0706342904773174,17.183680722891562,0.03233218476372215,NaN,NaN,NaN,raw
550,0.07066021257924149,18.899,0.015,7568.65328,0.07066021257924149,0.9158704630626744,raw
810,0.07072596776062193,17.18054743975904,0.016858960275730663,NaN,NaN,NaN,raw
810,0.07106330693571808,17.18200545933735,0.01883206469154859,NaN,NaN,NaN,raw
810,0.07120708600050193,17.18211024795194,0.01396730530703415,NaN,NaN,NaN,raw
810,0.07120708600050193,17.182110247951943,0.013923313684984295,NaN,NaN,NaN,raw
810,0.07120708600050195,17.18211024795194,0.014011716564758006,NaN,NaN,NaN,raw
810,0.07127297637764213,17.18429518072289,0.03171468794075161,NaN,NaN,NaN,raw
810,0.07138220779513657,17.182159638554218,0.018852153317221537,NaN,NaN,NaN,raw
810,0.07139742532672244,17.183,0.013,7906.91433,0.07139742532672244,0.4368824738667172,raw
810,0.07171375253882414,17.18228463855422,0.018816376804179785,NaN,NaN,NaN,raw
810,0.07191505600309599,17.184530120481927,0.031745135575591124,NaN,NaN,NaN,raw
810,0.07196265340826358,17.139,0.009,7576.64962,0.07196265340826358,0.01958373180059425,raw
810,0.07203188263513627,17.182432417168677,0.018837852402604164,NaN,NaN,NaN,raw
810,0.07219472771612345,17.182,0.01,7199.80006,0.07219472771612345,0.9599589921890583,raw
810,0.07232618279886083,17.197,0.015,5840.49928,0.07232618279886083,0.4934446752831718,raw
810,0.07234474105341948,17.182463667168676,0.018839653696113467,NaN,NaN,NaN,raw
810,0.07251539757635328,17.151,0.012,6113.7501,0.07251539757635328,0.9612981842310546,raw
810,0.07255525985246676,17.184807228915663,0.03148350518829205,NaN,NaN,NaN,raw
810,0.07262010140220809,17.164,0.011,5654.85574,0.07262010140220809,0.4125453696487966,raw
810,0.07266762554357856,17.183301204819276,0.018446314759847413,NaN,NaN,NaN,raw
810,0.07300534723298799,17.18345971385542,0.018464572094711876,NaN,NaN,NaN,raw
810,0.07318567934188135,17.184662650602412,0.03126902896358729,NaN,NaN,NaN,raw
810,0.07332506785098278,17.181584713855422,0.019831401268561488,NaN,NaN,NaN,raw
810,0.07366248824656718,17.18174642319277,0.019865548705684816,NaN,NaN,NaN,raw
810,0.07375349157882738,17.205,0.016,7557.87729,0.07375349157882738,0.8666450490854913,raw
810,0.07381574758900054,17.185325301204823,0.031629525306599876,NaN,NaN,NaN,raw
810,0.07401273279903176,17.182558923192772,0.018367135605338786,NaN,NaN,NaN,raw
810,0.07434502606606477,17.182575677710844,0.018368232216795108,NaN,NaN,NaN,raw
810,0.07435703435839969,17.215,0.012,6839.63824,0.07435703435839969,0.594454320418663,raw
810,0.07444362104815151,17.18551807228916,0.03160853795120742,NaN,NaN,NaN,raw
810,0.07466569478490581,17.18221592620482,0.01812711131102681,NaN,NaN,NaN,raw
810,0.07498436719383043,17.18213347138554,0.018126432440407906,NaN,NaN,NaN,raw
810,0.07507676210241106,17.186120481927713,0.031090053984128625,NaN,NaN,NaN,raw
810,0.07530177733652575,17.182295368975904,0.018163462561707942,NaN,NaN,NaN,raw
810,0.07532839248233358,17.16,0.013,6197.53407,0.07532839248233358,0.17041127804441203,raw
810,0.07561038411663448,17.182742846385544,0.018373860479259888,NaN,NaN,NaN,raw
810,0.0757086475563461,17.186807228915658,0.031124172747950214,NaN,NaN,NaN,raw
810,0.07590799345546756,17.182897213855423,0.018408041907241542,NaN,NaN,NaN,raw
810,0.07621410203642526,17.18386596385542,0.01921178880656132,NaN,NaN,NaN,raw
810,0.07627656618569745,17.228,0.01,6729.78237,0.07627656618569745,0.6190403975688241,raw
810,0.07633859363976439,17.18692771084337,0.031148046539275113,NaN,NaN,NaN,raw
810,0.07651152636438804,17.184024096385542,0.0192382390873361,NaN,NaN,NaN,raw
810,0.07681875137874125,17.186586596385542,0.018494400487713232,NaN,NaN,NaN,raw
810,0.07691971808162634,17.179,0.009,6723.87259,0.07691971808162634,0.9783594608743442,raw
810,0.07696684034802395,17.1873734939759,0.03134682269660975,NaN,NaN,NaN,raw
810,0.0771270979057881,17.186828124999998,0.018483033965043832,NaN,NaN,NaN,raw
810,0.07715947258839151,17.184,0.011,5296.78063,0.07715947258839151,0.5103938713309617,raw
810,0.07745096029043726,17.18660033885542,0.018398353306804362,NaN,NaN,NaN,raw
810,0.07760770613410375,17.187801204819277,0.031208044782486306,NaN,NaN,NaN,raw
810,0.0777780869423764,17.18841283885542,0.0176184628501202,NaN,NaN,NaN,raw
810,0.07810433914363557,17.187168862951808,0.01921430259461596,NaN,NaN,NaN,raw
810,0.07825027077546198,17.187975903614458,0.031149483542044568,NaN,NaN,NaN,raw
810,0.07827945837198058,17.139,0.01,6837.55372,0.07827945837198058,0.13578543153198552,raw
810,0.07843581197528238,17.18648136295181,0.020425456223436434,NaN,NaN,NaN,raw
810,0.07875213683206161,17.186653049698798,0.02043276442599409,NaN,NaN,NaN,raw
810,0.07888560661771167,17.188313253012048,0.03141913244981838,NaN,NaN,NaN,raw
810,0.07907006620295845,17.186206513554218,0.020173368106823564,NaN,NaN,NaN,raw
810,0.07930103981561842,17.161,0.013,5639.90923,0.07930103981561842,0.44281654266887926,raw
810,0.07936207869352074,17.184,0.011,6374.83558,0.07936207869352074,0.40818620437494246,raw
810,0.07940539554142075,17.18636972891566,0.02018713211274358,NaN,NaN,NaN,raw
810,0.07952252105765348,17.18848795180723,0.03134127648225347,NaN,NaN,NaN,raw
810,0.07956432391802082,17.181,0.011,7225.52852,0.07956432391802082,0.9916613317855081,raw
810,0.07972417411253414,17.18530722891566,0.019515209913761385,NaN,NaN,NaN,raw
810,0.08005920899638903,17.18549397590361,0.019545861172891026,NaN,NaN,NaN,raw
810,0.08015923154484388,17.18882530120482,0.031214791922375643,NaN,NaN,NaN,raw
810,0.08038106797196021,17.186240210843373,0.020020629953006706,NaN,NaN,NaN,raw
810,0.08050970744079677,17.198,0.011,6127.65877,0.08050970744079677,0.7111466936112265,raw
810,0.08070776505819396,17.187232868975904,0.019457180269765745,NaN,NaN,NaN,raw
810,0.08079647522030077,17.189234939759036,0.03137242925355117,NaN,NaN,NaN,raw
810,0.08104188050852595,17.187391942771082,0.01947438888733083,NaN,NaN,NaN,raw
810,0.08119289991736878,17.214,0.011,6505.55159,0.08119289991736878,0.0022448203890235163,raw
810,0.08136325510180992,17.187360692771083,0.019407812805029352,NaN,NaN,NaN,raw
810,0.08143263449790494,17.18959036144578,0.031487192642003246,NaN,NaN,NaN,raw
810,0.0816969549681027,17.187524472891567,0.01942614631923212,NaN,NaN,NaN,raw
